,Reviews,Sentiment
350,"<div class=""text show-more__control"">I voted a 9/10, partly because the romance DID drag on a bit too long. The ship didn't hit the iceberg until 1 1/2 hours through the movie. After seeing this movie 3 times in the theatre, I was very bored with it, but reluctantly bought it on tape anyways. It CAN be considered a masterpiece, however. The acting was very good. The story could have used several improvements to keep it more interesting.<br/><br/>After the ship hit the iceberg, things got exciting. This was the part of the movie I really enjoyed. Those who didn't see it in the theatre can never get the real feel of the movie, when the screams are blasting at you, it was exciting.<br/><br/>If you haven't seen this movie yet, I suggest you rent it and sit down, at least through the boring first part, until the ship starts sinking and it gets interesting.</div>",Positive
351,"<div class=""text show-more__control"">I liked this movie.  I thought the reproduced ship was remarkable.  To reenact that night was tough to do and they did it. It's one of those movies in which you laugh and cry.  The only other thing was Leo looks about 15 and Kate Winslet looks about 25.  Wonderful movie though!</div>",Positive
352,"<div class=""text show-more__control"">This is one of those movies where the cinematography is one of the main highlightes. The ship sinking is awesome and best seen in either the big screen or in widescreen format. That scene and the budding romance between Leo &amp; kate make up the vast majority of this film-about 97% of it. The movie certainly made a heartthrob of Leo! See this movie if just for the ship sinking part. Young &amp; the Restless fans can spot Eric Braeden (Victor) as John J. Astor, and of course Leo, Kate, and Kathy Bates (Molly Brown) are recognizable, as is Billy Zane.<br/><br/>*** out of ****</div>",Positive
353,"<div class=""text show-more__control"">Considering 'Titanic' is a truly Hollywood-esque movie, one is not the least bit surprised at the amount of historical inaccuracy present.  Regardless of these various (and numerable) mistakes, 'Titanic' still proves to be a highly enjoyable and moving film.  <br/><br/>Kate Winslet and Leonardo DiCaprio perform well as the main characters of a love story backdropped by the sailing of the doomed vessel.  Kathy Bates is excellent as the ""Unsinkable Molly Brown,"" and Frances Fisher performs well as the arrogant, love-to-hate mother of Winslet's character.<br/><br/>The special effects, including a near life-size replica of the ship, are great.  The film would be enjoyable to watch simply to see the magnificence of the oceanliner itself.  The soundtrack to this film is brilliant as well.</div>",Positive
354,"<div class=""text show-more__control"">It is unfortunate, but I believe this film was over hyped and therefore received some extreme levels of criticism. Additionally, it didn't help that when the movie was being marketed for VHS, it was deemed ""the best movie of all time"". Out of all of the 200 million dollar movies made, I believe this one beats out LOTR. I think this movie was able to capture a wider audience (yes, the demographics did shift towards the 18 years or younger females), but this is a movie you can watch with your grandma or your little sister. Historical accuracy was pretty good with a little bit of Hollywood (murdoch shooting people and himself, as debated by his relatives). I still think this is an important film and won't get the respect it deserves until fifty or even one hundred years down the road. A true masterpiece in film.</div>",Positive
355,"<div class=""text show-more__control"">...the script is dire, the storyline obvious and the special effects not entirely convincing but there is something about this film that means I simply have to give it a good grade - I owe it to the 17-year-old girl I was when it was released who saw it four times at the cinema. I was addicted to it, as was my most cynical of friends. The combination of an already compelling story about one of the worst disasters in maritime history, attractive leads in Winslet and Di Caprio and a ashamedly gushy script means it assaults the emotions, captures the imagination and made it one of - if not the - biggest films in the history of cinema. A part of me does wonder if it was right to make a film about this, especially given James Cameron's egocentric obsession with it; my grandfather won't even watch it as he grew up in Ireland in the years following the catastrophe and it was very much mourned there. But the thing is that it was made and did its job very, very well. I bet you you know exactly what I mean!</div>",Positive
356,"<div class=""text show-more__control"">I'm a thirteen year old girl and when I saw this movie about three weeks ago I fell in love with it, its now one of my favorites. I've seen it 5 times since and think it is a great movie to just watch on those sad rainy days.Its a real tear jerker when I saw it I cried the whole ending.. about 45 minutes of the movie. Its long but when your watching it your just so into the movie you don't realize how long its really been. Me and all my friends love this movie and even a couple of my guy friends love the movie too. Its a great movie for anyone to watch. My little sister who is three watched it with me and loved it too. This movie was based on something that really happened with sometime that could of and that really makes it more interesting to watch because of the fact this might of been how two lovers lives were changed and the ending is a perfect way to finish the story. This was the cutest movie I've seen.</div>",Positive
357,"<div class=""text show-more__control"">The love scene in the auto in the cargo hold is absolutely innocuous but man is it hot. I rate it as up there with Superman flying Lois lane. Nothing dirty just quite erotic. The facts of the movie were excellent for the time but as research progresses it becomes more and more likely the dramatic stern rise before final sinking did not actually take place. Too bad as that was excellent drama and probably why that version of the sinking was chosen. Victor Newman/Hans/Eric Braeden/rat patrol German Officer deserved more screen time. Why waste/edit a big name nearly out of the picture. To all those that slam the picture-Get a Life-it is good drama and the effects are enough to keep anyones attention. Jacks death scene is probably one of the best ever filmed.</div>",Positive
358,"<div class=""text show-more__control"">Over the years many have tried hard to criticize this film. But if you will give your naughty mind a little rest then you can easily accept that its a masterpiece. James cameroon have done tremendous labor to make this film look so good. And actors of course have done a mind blowing job throughout the movie. Lets start with Leonardo DiCaprio. Well everyone knows that he has got some serious acting skills because it wasn't the first film where he has given a outstanding performance. And the same thing goes with the Kate winslet. She looked one hell of a beauty. I know many of you out there would have thought how can anyone look so .....its tough to describe how well she looked in this movie. <br/><br/>Anyways for those who have not seen this movie yet or who did not liked this movie..""THERE IS SOMETHING SERIOUSLY WRONG WITH YOU GUYS""</div>",Positive
359,"<div class=""text show-more__control"">To all the miserable people who have done everything from complain about the dialogue, the budget, the this and the that....who wants to hear it? IF you missed the point of this beyond-beautiful movie, that's your loss. The rest of us who deeply love this movie do not care what you think. I am a thirthysomething guy who has seen thousands of movies in my life, and this one stands in its own entity, in my book. It was not supposed to be a documentary, or a completely factual account of what happened that night. It is the most amazing love story ever attempted. I know that it is the cynical 90's and the millennium has everyone in a tizzy, but come on. Someone on this comments board complained that it made too much money! How lame is that? It made bundles of money in every civilized country on the planet, and is the top grossing film in the planet. I will gladly side with the majority this time around. Okay, cynics, time to crawl back under your rock, I am done.</div>",Positive
360,"<div class=""text show-more__control"">Someone needs to write a dissertation on the audience reaction to this movie.  When it came out, almost everyone loved it and many people saw it multiple times, yet after it won the Oscars, suddenly you weren't cool unless you hated Titanic with a passion.  I don't understand this at all. Maybe it was too successful for its own good, or maybe it was just Cameron's a-hole acceptance speech, but the way the audience has flip-floped on this film is amazing.  Personally, I think it's a great movie.  The dialogue is bad, but otherwise there's nothing terrible about it.  If you don't like it, I can see rating it at 6 or so, but how could over 7,000 people truly believe Titanic deserves a 1 on a scale of 1 to 10?  I mean, COME ON!</div>",Positive
361,"<div class=""text show-more__control"">This film i loved it. People should go and see it because it's entertaining and the acting were really professional from both parts. Even though it is long it doesn't bore you because of the content it has. This movie made Leonardo Di Caprio become a superstar and put Kate Winslet into the stardom. And in every single magazine they appeared. Such a great romantic story, That gathered lots of money, And had 11 Oscar's nominations. Fantastic performances. Cool. The director James Cameron made a great job guiding this fabulous characters in such a real Story. Great directing and art direction. Kate Winslet show everyone she can actually act, and being a real professional she lost weight. Amazing No words to describe how i felt. China Sursa Fanny</div>",Positive
362,"<div class=""text show-more__control"">Inspired by the wreckage of the Titanic, James Cameron evolved a sailing legend into a breathtaking love story. Cameron said: ""In our collective imagination, the tragedy of the Titanic has almost become a myth. With the passage of time, the humanity and vitality contained in it have disappeared. I hope that the love between Rose and Jack can be Become a beacon of emotion, let the audience devote their whole heart and witness the reappearance of history. ""</div>",Positive
363,"<div class=""text show-more__control"">The sinking of the Titanic made Jack and Rose Immortal in their love. The most beautiful love often has regrets. Without long-term love, the eternal love is gone. James Cameron tells us in a fragmentary form: believe in love. But at the same time, it also implies that without eternal love, no matter how beautiful love is, it can't rival life.</div>",Positive
364,"<div class=""text show-more__control"">Basically, no one in the world has not seen this movie! It can be said that the most famous love movie of the 21st century. Leonardo is famous for this film. Everyone knows Kate's heart of the ocean. The director shouted at the Oscar ceremony, ""I am the king of the world! ""This movie is a must-see movie for fans who love movies since the 21st century.</div>",Positive
365,"<div class=""text show-more__control"">Of course it's probably said before, this movie is a must watch, captivating cinematography with heart breaking scenes that will make you run into the other room to check on your partner.</div>",Positive
366,"<div class=""text show-more__control"">Real love is the collision of soul, crossing the gap between the rich and the poor and life and death. Moved by the love of the protagonists and heroines, but also moved by the love of other small people in the context of the shipwreck.</div>",Positive
367,"<div class=""text show-more__control"">In the background of Titanic shipwreck, the love between rose and Jack is an important stroke in the history of film. The movie not only narrates the love at first sight that spans the gap between the rich and the poor, but also sings an elegy for the touching story that life and death follow at the critical moment. At the same time, in the context of the shipwreck, countless characters on the Titanic face death, some of them are afraid of fear, some of them are calm, and some of them are also amazing.</div>",Positive
368,"<div class=""text show-more__control"">Is a matter of fact, the true love can go beyond the money, go beyond life, although at the end of the film, there are a lot of people want to salvage the priceless jewel, but Ruth finally threw the jewel in the ""Titanic"" sunken place, at the end of the film, unfortunately, the gem didn't appear in the eyes of the world!</div>",Positive
369,"<div class=""text show-more__control"">""I figure life is gift and i don't intend on wasting it.You never know what hand you're going to get dealt next.You learn to take life as it comes at you. ""</div>",Positive
370,"<div class=""text show-more__control"">An awesome tour-de-force of confident film-making. Adventure story, love story, disaster movie, and the mystery of the missing jewel running throughout the film. This is entertainment of the highest order. Gripping and oh so emotional. The story rocks along so tight that at no point do you feel that you are witnessing an accurate documentary of what happened the night the unsinkable ship went down.</div>",Positive
371,"<div class=""text show-more__control"">OK, the biggest film of all time.  Let us remember that it was good.  It looks astounding, even now.  It takes the already good A Night To Remember and improves upon it.  The much-derided love story works for me, I'm sorry. In fact, the one bad thing anyone had to say about this in 1997 was that the dialogue wasn't up to scratch.  Excuse me?  How many quotable lines? `She's made of iron, sir.  I assure you, she can sink.' `I'm the king of the world!' `We are dressed in our best and prepared to go down as gentlemen. But we would like a brandy.' `You unimaginable bastard!'  This film is a true classic in the old-fashioned sense of the word.</div>",Positive
372,"<div class=""text show-more__control"">I would say that this is truthfully one of the best movies I have ever seen. It came out when I was only 7, and, of course, I was not mature enough to understand what was going on. Watching it now, I can't possibly imagine how anyone could not like this movie.<br/><br/>Every time you watch it it just gets better. The movie is incredibly layered, and you always see things you didn't the last time you watch it. I definitely would give this movie a 9 out of 10 stars, because it honestly deserves it. A good movie to watch to anyone who hasn't seen it, although, that is something else about this movie, everyone has seen it, which just goes to show how good it truly is.</div>",Positive
373,"<div class=""text show-more__control"">Wasup everybody? I don't understand why are people giving 1 for pretty good movies, this way any crazy people can give stupid marks, maybe they didn't even see the movie. I don't understand why are people giving 1 for pretty good movies, this way any crazy people can give stupid marks, maybe they didn't even see the movie. I don't understand why are people giving 1 for pretty good movies, this way any crazy people can give stupid marks, maybe they didn't even see the movie.I don't understand why are people giving 1 for pretty good movies, this way any crazy people can give stupid marks, maybe they didn't even see the movie. I don't understand why are people giving 1 for pretty good movies, this way any crazy people can give stupid marks, maybe they didn't even see the movie. I don't understand why are people giving 1 for pretty good movies, this way any crazy people can give stupid marks, maybe they didn't even see the movie.</div>",Positive
374,"<div class=""text show-more__control"">Don't get me wrong, I love the titanic but the historical inaccuracies really annoy me. like the fact that when the ship went under you could see the word Liverpool written on it but it merely sailed from Liverpool, it was created and built in Belfast. also for a ship created in northern Ireland there was English, Scottish, Irish and even welsh accents in it but not one northern Ireland accent which is strongly different from the rest, which fails to show the true origins of the film and i have to say i feel cheated!! (i am from NI) that being said i don't think that Cameron's aim was to show the history but to in fact show the emotion of the event which he does very successfully. definitely worth the tears i shed every time i watch it!!</div>",Positive
375,"<div class=""text show-more__control"">I loved when this movie first came out in theaters, I loved it on in that bulky VHS box, I loved it on DVD and well...you guessed it, I love it on Blu-Ray. some of the negative reviews are saying they had issues with either sound or playback. My BD played all the way through, from beginning to end without any issues OTHER THAN one small freeze up between a particular chapter change. I don't think I lost more than a second or two. It could have had something to do with the issues people were talking about or just dust on the disk or a smudge. Either way I'm not complaining. It did not interrupt my movie experience and I continue to love this movie. So glad that I can own it in such high definition. It looks and sounds great. You see every detail of every scene like never before. They really went out of their way to make this as clean as possible, and we're talking about a movie that came out in the late 90's. Oh! And the commentaries and special features are great, STILL haven't gotten through all of them. Maybe I'll do that now...enjoy.</div>",Positive
376,"<div class=""text show-more__control"">""Titanic"" won a bazillion Oscars and is considered a classic by many. And, it now (counting this one) has 2400 reviews. So, what more can I say about this film that hasn't already been said? Well, very little--that is why this review is rather short.<br/><br/>I give the film a 9 because it isn't perfect. Some of the characters, to me, seemed a bit simplistic. But, no matter if you like them or not, there's no denying the awesomeness of the film. After all, it looks like you are on a huge cruise ship and the special effects of the wreck (this isn't exactly a spoiler!) are amazing. So, like the story or not, the film is staggering to watch--particularly on a big screen. And, now that I think about this, this is exactly how I viewed director Cameron's other huge success, ""Avatar"". Well worth seeing once.</div>",Positive
377,"<div class=""text show-more__control"">First of all how could you people give this movie such a low score, i have seen a lot of sad movies and this is the first to ""almost"" make me cry. I'm shocked that you gave this masterpiece a 7/10 and think just because this is a ""chick flick"" about a forbidden romance on a big ship that sinks, is that its going to bomb. I think that some people who haven't even seen this movie have voted for it, and i strongly suggest you don't do that to be accepted by others. The acting in this movie was excellent, Kate Winslet, and Leo's chemistry was obviously visible. The writing for this film was extraordinary. The effects for the sinking of this ship was just incredible, and this movie let you bond with everyone, even people you didn't know. When the ship sinks and everyone dies you feel sorry for them. My opinion watch this movie it is very enjoyable and i liked it.</div>",Positive
378,"<div class=""text show-more__control"">Phenomenal film. The thematically rich epic love story that never gets old and still one of the highest hollywood achievements of all time.</div>",Positive
379,"<div class=""text show-more__control"">Ok, yes I'm a guy, and yes good guys cry.   Well, actually I didn't, because the movie was so hyped up about the emotions and everything I went into it with no emotions.   But, believe me, the two friends I went with were bawling their eyes off.  I have to admit I had to swallow my throat a number of times.  This movie is moving and it takes you there.  Literally. Exactly what movies are supposed to do, create an escape from reality. Cameron has done an excellent job, and the acting was IMHO great too. I don't know anyone personally, that has not enjoyed watching this movie.  If you haven't yet, rent it.   It's worth every penny.  I'd buy it, but I'm waiting for the DVD.</div>",Positive
380,"<div class=""text show-more__control"">The movie Titanic had very neat and incredible special effects. It even had a bit for everyone- romance, suspense, action, and comedy. The movie was very touching, and you could sympathize with all the characters.</div>",Positive
381,"<div class=""text show-more__control"">Titanic, starring Leonardo DiCaprio and Kate Winslet, and superbly directed by James Cameron, is truly a beautiful story. The Film tells the story of the Titanic from a different perspective. Leonardo Plays Jack, as poor young man who just managed to get onto the Titanic, and Kate Winslet plays Rose, a rich young lady, whom with Jack does she fall in love DiCaprios acting is fantastic, same goes for Winslet. <br/><br/>A lot of people complain about their acting, saying it's cheesy and cheap. Well I have one thing to say to those people, and that is that the acting is Supposed to be cheesy. It's a Melodrama, and it's not trying to win Oscars for Acting.<br/><br/>Between the Spectacular Special Effects and the Tearjerking score, Titanic will surely leave no dry eye in the house. A Classic will live on.</div>",Positive
382,"<div class=""text show-more__control"">I watched the movie many many years ago when I was a teen. But I now say to myself, wow see, how a movie could be so that powerful that I could remember the movie all by my mind! Maybe because human being is learned that love is the best and true love is in stories and rare. and what is rare so is much more interesting for people. To me, it was beautiful to see a person could decide for herself. She could be different than all her families, could enjoy simple things.
The whole story is memorable, lovely, and classic!</div>",Positive
383,"<div class=""text show-more__control"">""I don't even have a picture of him, but he lives in my heart forever.""</div>",Positive
384,"<div class=""text show-more__control"">Four years and many notable awards (including Best Picture Oscar) after, and the all-time box office number one position, why did Titanic succeed?<br/><br/>Personally, it was magical. The recreated ship, the sinking, the digital effects, were all a beautiful backdrop to one thing - the love story. The love story was the fantastic notion that love has no limits, love crossed class barriers and it won our hearts in the end.<br/><br/>Even if ""true"" love like this doesn't really exist, it's nice to think that for three hours, here, at least it does.</div>",Positive
385,"<div class=""text show-more__control"">Perfect in practically every way, and probably my favorite romance (aside from CASABLANCA (10/10)). the 3+ hour length did not bother me. The ship itself, of course, is gorgeous and the score is excellent. Leonardo DiCaprio, who never had impressed me much before, was quite good, but not nearly as good as Kate Winslet, who I feel deserved the Best Actress Oscar (although I love Helen Hunt dearly). Victor Garber, who played the builder/designer of the Titanic, is excellent, although under-used and under-appreciated. Gloria Stuart is great in her supporting role, but not as good as the incredible Kathy Bates as the ""unsinkable"" Molly Brown, my favorite character. The direction by James Cameron is incredible, especially during the actual sinking of the Titanic (which is incredibly moving and well done). Sure to be considered a classic for years and years to come.<br/><br/>10/10</div>",Positive
386,"<div class=""text show-more__control"">Titanic is one the best movies ever made. Although it does not compare to Gone With the Wind. It is still very entertaining. The special effects are excellent. The cast is the best. I just adore Kathy Bates. I love all her movies. Frances Fisher is also among my favorites.</div>",Positive
387,"<div class=""text show-more__control"">I saw the film at 1997 when I was only 14 years old.Much advertisement such as ""the most money paid on the epic production""and""A touching love movie""was propagandized everywhere,that made me tantalizing to see it.As a result,I liked it very much and moved by it after appreciating the film as most people in the world. Maybe you think that I was only a boy then.To tell you the truth that 8 years later,I still think it an excellent film although somebody think it not.Maybe this love story looks not relative to our real life,but it won't conceal that the music,special effect and picture are outstanding even much better than the ones now.I have seen the film only once despite many people's several times and I still love it as one of my best favorite movies.</div>",Positive
388,"<div class=""text show-more__control"">I loved Titanic a lot. I wasn't around when the Titanic actually sank. But this movie made me glad i wasn't around to see it. The artwork and the storyline really keeps you wanting more and more from this film. The acting was pretty good and the love couple of Jack and Rose definitely didn't make this movie boring because i wanted to see what would have happened in the end when the ship would have sank. Some very minors things with the movie was that the acting was a bit corny in a couple of areas, and the fact that they didn't go a bit more into detail with the characters but doesn't make it bad in anyway what so ever. Another impressive is that after 10 years people are still talking about how great this movie is, and for some reason you haven't seen it yet, GO WATCH IT NOW!!!</div>",Positive
389,"<div class=""text show-more__control"">The Titanic is one of my favorite movies because it was based on a true story. This movie has a lot of drama, action, and suspense. I like the setting of this movie because it takes place in the early 1900's and the replica of the ship is very semilar to the one that really sank in the Atlantic ocean. This is a very sad movie, and it also breaks your heart how all those people die trying to save their lives. Jack and Rose are the main character; they fall in love when they meet in the ship and they go through a lot of problems to stay together, but at the end it is very sad to see him die and not be able to be with his loved one. My vote for this movie is a 9 because it is a very good movie. I believe that the producers and directors did a very excellent job with this movie.</div>",Positive
390,"<div class=""text show-more__control"">The ship may have sunk but the movie didn't!!! Director, James Cameron, from 'The Terminator' did it again with this amazing picture. One of my favorite scenes is 'The Dinner table' scene, in which Rose's family and friends meet Jack after he saves her. Rose has a look on her face that every woman should have when you meet 'THE ONE'...I hope I have that look when I am in the room with my future husband.<br/><br/>Jack and Rose have a connection that is 'MOVIE STUFF' but it's good movie stuff. We have the greedy mom and all her elite stuck up associates who live off of their husbands wealth. Rose almost commits suicide but the Gilbert Grape star rescues her. I really liked the hanging over the boat scene. It was a good risk.<br/><br/>The movie is long but it's fantastic!!! Good story, good flow, good actors!!! Go see it twice if you want, Its worth it!!!</div>",Positive
391,"<div class=""text show-more__control"">Wow, well what can I say that hasn't already been said. these are some of my favorite actors and they are in a tragic love story!! How amazing! Leo and Kate have chemistry that is so perfect and so sweet. In the movie they really feel like they are friends that grow into a loving relationship. The imagery is gorgeous and the story has such heart! It's still so terrible that this is a true event that has happened. I couldn't imagine being on the ship when all of this was happening. There are times that it was slow but other than that I will always love this movie. It will always be a favorite! Leo is such a great character in this movie and he is such a likable character and Kate is as well.</div>",Positive
392,"<div class=""text show-more__control"">Great film...
plot, acting, &amp; visuals look great even though it was released in 90s..
audience would feel the scenes in the movie...
Thumps up!!</div>",Positive
393,"<div class=""text show-more__control"">An astoundingly brilliant film that must be seen by all movie fans. Raised the bar significantly with a perfect combination of special effects and emotion thanks to great acting by Leonardo DiCaprio and Kate Winslet. Its easy to see that the 2 of them had a great on and off screen chemistry. The success of the film however is down to James Camerons meticulous direction and dedication, undoubtedly his best film. At a cost of 200m it was the most expensive film ever made when released in 1997. When watching the film I forget that the ship is mainly computer generated and the waves arn't real. I was swept along by the sheer spectacle of the film. Three hours of film that never leads the audience astray and has a final one and a half hours that is the most gripping of any epic I have ever seen. The most successful film of all time doing 1.8 billion at the box office world wide and winning 11 Oscars. It deserves all the success it has had and is a true masterpiece. If you haven't seen it, see it! p.s get the special edition DVD,preferably 5 disc</div>",Positive
394,"<div class=""text show-more__control"">TITANIC was a life changing experience for me, even as cliche' as it may sound.  I went to see the film just by chance.  I had not heard much about it at the time, and just went to see it because it was a new film that had just opened.  It forever changed my life.  I've now seen it 14 times in all, 12 a the theatre.  Each time I see the film it is as if I am really aboard the great ship, and I feel what the characters feel.  James Cameron has done a magnificent job of expressing the emotions and feeling of each character, and it never ceases to touch my soul.</div>",Positive
395,"<div class=""text show-more__control"">I was skeptical when I first went to see the movie with my wife. I had heard it was a ""chick-flick"", and that the director had incorporated fictional characters into the real life drama. I was pleasantly surprised when I left the theatre. The movie delivered a compelling and factual account of the disaster, intertwined with the fictional main characters. Jack and Rose were important to the movie. They really told the story of so many of the actual Titanic victims who remain unknown to this day.<br/><br/>Close to 1500 souls went down with the ship. The movie helped me to see their struggle to survive, and what were the shocking effects of hitting the iceberg. The tragedy at the World Trade Center certainly correlates with the Titanic disaster for modern times. This movie has piqued my interest so much that I viewed the Titanic exhibit when it came to Cleveland in 2002.</div>",Positive
396,"<div class=""text show-more__control"">This movie could have become a real disaster. A love story between a rich girl and a poor boy - seen it a thousand times, and it always had a happy end. Not so in Cameron's film! The Titanic hits the iceberg - it could have been like watching a 50's sci-fi today. Again Cameron's Digital Domain (with Hollywoods most famous special-effects-factories on their side) created one of the most spectacular movies ever. Some movies get all these things right but still do a very messy job - eg. use plates with a ""made in Hong Kong"" sign on them. However, Cameron paid attention to the details. All in all, the actors were really good (and not only Leo and Kate, but Billy Zane and Co. as well!) and the breathtaking cinematography and music combined with Cameron's monumental style (T2, True Lies, The Abyss) gave a wonderful mix.</div>",Positive
397,"<div class=""text show-more__control"">Well-written, well-acted, and just an awesome movie is what I can say about Titanic. I didn't go to the movie on my B-Day in March, 1998 to see Leo. I went to see it because I was curious as to what all the hoopla was about. What I saw just took my breath away. It was absolutely incredible how one man can have such an impact on any film. And that man was James Cameron. There was such detail and such accuracy with the sinking of the ship (Including the blinking out of all the lights on board). The post-sinking just went through my bones like a cold chill. I couldn't believe it. People frozen to death, people in lifeboats still calling to see if anyone is still alive, and the final scene with Jack in it. Because of this film, I am studying as much of the Titanic as I can. This movie will remain a classic for years to come.</div>",Positive
398,"<div class=""text show-more__control"">Okay, it was a great movie, one of the best I've ever seen. I thought the plot was well done, I thought the special effects and the detail of everything was amazing, and I thought the movie did a phenomenal job of developing some other characters (i.e. the string quartet during the sinking) if only for their fifteen minutes of fame. Everything made it a full experience, and I felt it was worth the five bucks to see it. In fact, I went to see it a second time. The only weak part was that the ending took about two minutes too long, but that's a minor point.<br/><br/>It was a great movie, but please, the boat sank, get over it.</div>",Positive
399,"<div class=""text show-more__control"">Titanic is a stunning portrayal of the 1912 disaster that never gives up any of its emotional or nostalgic appeal.  The Titanic disaster was one of the icons of the gilded age, and this was the key element to this film.  The cast was excellent and the special effects were awesome as well--but none of it would have held up without this.<br/><br/>I cannot articulate accurately how much I love this movie.  If you're looking for a film that speaks to you emotionally and historically, watch Titanic.  You won't be disappointed!</div>",Positive
400,"<div class=""text show-more__control"">I loved the film "" Titanic "" and it wasn't just for Leonardo Dicaprio's pretty face. It was for everything. For the pretty love story, for the story of Titanic, the ship that was unsinkable. The wealth, the poverty, the ignorance, the despair, the trust, the hope, the love... Great film of James Cameron with great interpretations so much of Leonardo Dicaprio as of Kate Winslet.</div>",Positive
401,"<div class=""text show-more__control"">Well, what can I say? Titanic is just the best movie ever! It has it all! The acting is GREAT! Kate Winslet was stunning and beautiful. She deserved the Oscar for her role as Rose. I can`t wait to see her next movie Hideous Kinky. Leonardo also did a great job. The movie is Fantastic! If you didn`t see it in the cinema, go and see it on video now!</div>",Positive
402,"<div class=""text show-more__control"">Titanic is one of those movies that will have to be rereleased in the theaters periodically, because you miss a lot on the small screen.  Even so, Cameron's fantastically detailed canvas still amazes me. The movie is filled with images you can never forget.  It's the work of a great visual artist.</div>",Positive
403,"<div class=""text show-more__control"">The tide will turn yet again: in light of watching the overly-wrought ""Gone With the Wind,"" I say this...""Titanic"" saves great thrills for its viewers, inviting us to understand what it means to be saved...in every way that a person can be saved. It is a brilliant homage to silent era films, with classic moments of dire terror, and bravado scenes of self-sacrifice. Watching this amazing film has taught me more about what it means to experience the joys and sorrows life brings us all. And to live each moment in a fuller way.</div>",Positive
404,"<div class=""text show-more__control"">Yeah, the movie was something! I think it was the best one ever made. The beginning of Titanic is my favorite. When Jack won the tickets and everything else it was just wonderful. I also like the parts when Rose and Jack talked...also in the beginning. It was funny. The part when Titanic sank...well tht was the longest part...about 1.5 hours...I think it was a little too long. I don't know. I did not really cry at all, but i was really sad. The very end of the movie was good too. Did Rose die at the end? I am not sure. I guess we'll never know. The movie all together was just great. Looked very realistic. Good job, Cameron. I think if we would have more of those kinds of movies it would be so much fun. I really don't know what to say...it's hard to explain what I feel about it. You just have to see it. Oh well i guess everyone already did, but if you did not where have you been? Anyway i think it was a really good movie and I really recommend it. :)</div>",Positive
405,"<div class=""text show-more__control"">Kate Winslet and Leonardo DiCaprio are perfect as Rose DeWitt Bukater and Jack Dawson!  Billy Zane is also great as the villain Cal Hockley.<br/><br/>The musical score is very beautiful.   The action scenes are exciting. But, it's the romance that makes this film great!<br/><br/>Titanic stirs up emotions and touches one deeply. It's ""forbidden"" romance between star-crossed lovers during a cataclysmic event is reminiscent of Casablanca and Gone With the Wind!</div>",Positive
406,"<div class=""text show-more__control"">One of the best movies ever made!.... and also a movie people ONLY would put down because of the attention it got.... 'Titanic' is absolutly flawless... never boring... and has a story to die for... A powerhouse with the Oscars, only true lose (besides Kate) was Gloria Stuart being practically robbed of a VERY worthy her Best Suporting Actress Oscar.... Everything Is to like about this film from the Song (one which we all know) to the Actors, and lets not forget the special effects... they just dont get any better than that.... lets face it hardly any film gets better than this... except 'Gone With The Wind of coarse...   :)</div>",Positive
407,"<div class=""text show-more__control"">Wonderful!I have never seen better film than Titanic before.It was fantastic,it is fantastic and it will be fantastic.I think Leonardo was very good,and Kate was very good,too.And the film was unforgettable.</div>",Positive
408,"<div class=""text show-more__control"">I think people hate this film because they are letting the hype about the film interfere with how they see the film.  Don't judge a film based on outside influences.  Don't hate it because Cameron is an egomaniac.  Don't hate it because 14 year old girls went 20 times just to see Leo.  Don't hate it because they played that song 10 times a day for a year.  Hate it because you hate the movie itself, what was on the screen and that alone. If you but all the hype aside I think you will see a truly great film.  A film that succeeds on many levels.  Special effects, acting, music, action, humor, historical, moral, philosophical.  Did I miss one? I'll admit I love Cameron films.  I don't however typically like ""chick"" flicks, and this is partially a chick flick.  But it is also an ""action"" flick. Does it go on to long.  I say about 5 minutes.  I hate the part with the stupid kid screaming alone in the hallway.  Other than that it's perfect in just about every way.  I graduated from film school and nothing I saw there came close to this film.</div>",Positive
409,"<div class=""text show-more__control"">Thoroughly engaging.  Great set-ups/pay-offs and attention to detail.  Most characters possessed redeeming qualities.  One major character suffered an unresolved storyline.  Nice mixture of drama/romance/action.  The ""travelling angel"" motif is perfectly executed.  Special effects were first rate. Haunting score.  An instant classic.  Today was my third time watching it, and I enjoyed it just as much as the first.</div>",Positive
410,"<div class=""text show-more__control"">This is my favorite movie of all time and I will never get tired of it.  I love everything about it and would never change a thing.  I think the backlash is assanine and people should always go with their first opinions. I LOVE this movie and that will never change.</div>",Positive
411,"<div class=""text show-more__control"">""Titanic"" is an epic cinematic masterpiece, this is the type of movie that 50 years from now will be considered one of the all time best. ""Titanic"" is an epic in every sense of the word, watching the great ship sail and then sink is one of the great technical triumphs of film in the 1990's. The talented cast turns in solid performances and the direction from James Cameron is top notch. I can't really say much more about this film that hasn't already been said so sit back and enjoy.</div>",Positive
412,"<div class=""text show-more__control"">Titanic is an epic, a true epic, and will continue to be loved forever. Many people did not like it because they do not understand the message epics are sending out: ""Morals put to life, dreams fulfilled in movies.""  Titanic fulfilled these and will continue to for generations.  ""Gone With the Wind"" was respected just as much as Titanic when it came out, and now many deem it to be the best movie the world has ever seen.  So go back and watch ""Titanic"" and remember the words I said as you view this epic spectacle masterpiece that has been made immortal by being named the title of ""Best Picture 1997"" and ""The No. 1 Movie in the World"".</div>",Positive
